symbol,date,open,high,low,close,adj_close,volume
MU,1990-01-02,0.9205618041711361,0.9564278721809387,0.9086064671703831,0.9564278721809387,0.9564278721809387,1589000.0
MU,1990-01-03,0.9444725614557463,0.9922939677967104,0.9444725614557463,0.9803385734558105,0.9803385734558105,2963000.0
MU,1990-01-04,0.9922942316689923,0.9922942316689923,0.9325174720987532,0.9683835506439209,0.9683835506439209,1426000.0
MU,1990-01-05,0.9683833438777573,0.9803386248300788,0.94447261095047,0.94447261095047,0.94447261095047,1507000.0
MU,1990-01-08,0.9444726886635801,0.9683834235582908,0.9325173497200012,0.9325173497200012,0.9325173497200012,1270000.0
MU,1990-01-09,0.9564278721809387,0.9803385461824448,0.9564278721809387,0.9564278721809387,0.9564278721809387,3547000.0
MU,1990-01-10,0.94447261095047,0.9683833438777573,0.9205618780231826,0.94447261095047,0.94447261095047,1494000.0
MU,1990-01-11,0.9325174258115558,0.9444727657306666,0.9205620288848877,0.9205620288848877,0.9205620288848877,904000.0
MU,1990-01-12,0.8966515064239502,0.9205621904588952,0.8727408223890052,0.8966515064239502,0.8966515064239502,2284000.0
MU,1990-01-15,0.9205619369222522,0.9205619369222522,0.848829847565949,0.860785186290741,0.860785186290741,2210000.0
MU,1990-01-16,0.8488300066072547,0.8966514274740499,0.8368746656424466,0.8727407455444336,0.8727407455444336,1711000.0
MU,1990-01-17,0.860785186290741,0.8727405820230847,0.848829847565949,0.860785186290741,0.860785186290741,1241000.0
MU,1990-01-18,0.8607853475720629,0.8727407455444336,0.8368746656424466,0.8727407455444336,0.8727407455444336,1294000.0
MU,1990-01-19,0.8607853475720629,0.8846960865092417,0.8607853475720629,0.8727407455444336,0.8727407455444336,862000.0
MU,1990-01-22,0.8727405467673615,0.8727405467673615,0.801008403301239,0.801008403301239,0.801008403301239,3784000.0
MU,1990-01-23,0.8129638737034645,0.8129638737034645,0.7412317236062052,0.7531871199607849,0.7531871199607849,4398000.0
MU,1990-01-24,0.7292762935770812,0.7770977020263672,0.6934102799957775,0.7770977020263672,0.7770977020263672,5765000.0
MU,1990-01-25,0.7890529959768755,0.8010083331720087,0.7531869843914756,0.7651423215866089,0.7651423215866089,2959000.0
MU,1990-01-26,0.7531869843914756,0.7770976587817422,0.7412315901887978,0.7651423215866089,0.7651423215866089,1821000.0
MU,1990-01-29,0.7651422911538792,0.7890529645931239,0.7292762239874699,0.7412315607070923,0.7412315607070923,2950000.0
MU,1990-01-30,0.741231773937853,0.741231773937853,0.6694996759773445,0.6814550161361694,0.6814550161361694,4804000.0
MU,1990-01-31,0.6934102138286029,0.7531869544342569,0.6814548201014383,0.7412315607070923,0.7412315607070923,3430000.0
MU,1990-02-01,0.75318705033389,0.8129637985506257,0.729276316842666,0.801008403301239,0.801008403301239,3213000.0
MU,1990-02-02,0.8010084356592297,0.8727405820230847,0.8010084356592297,0.860785186290741,0.860785186290741,3274000.0
MU,1990-02-05,0.8488297585406743,0.9205618403737159,0.8488297585406743,0.884695827960968,0.884695827960968,2589000.0
MU,1990-02-06,0.8727404328584498,0.8846957695398925,0.8129636924436942,0.8368743658065796,0.8368743658065796,1703000.0
MU,1990-02-07,0.8129638313915735,0.8727405820230847,0.8129638313915735,0.860785186290741,0.860785186290741,2239000.0
MU,1990-02-08,0.8488299250602722,0.8607852648765325,0.836874585244012,0.8488299250602722,0.8488299250602722,1508000.0
MU,1990-02-09,0.848829718793665,0.8607850557047644,0.8249190449714661,0.8249190449714661,0.8249190449714661,2870000.0
MU,1990-02-12,0.848829718793665,0.848829718793665,0.8129637080603667,0.8249190449714661,0.8249190449714661,1518000.0
MU,1990-02-13,0.8129637461279264,0.8966511654318841,0.8129637461279264,0.884695827960968,0.884695827960968,4628000.0
MU,1990-02-14,0.8966513490466662,0.9444727657306666,0.8846960091275555,0.9205620288848877,0.9205620288848877,2649000.0
MU,1990-02-15,0.9205616509976347,0.9922937750816345,0.908606315986146,0.9922937750816345,0.9922937750816345,2893000.0
MU,1990-02-16,0.9922939677967104,1.00424924812252,0.9683832931300009,0.9803385734558105,0.9803385734558105,3141000.0
MU,1990-02-20,0.9683833438777573,0.9803386248300788,0.94447261095047,0.94447261095047,0.94447261095047,1377000.0
MU,1990-02-21,0.9325172241223916,1.00424924812252,0.908606492448137,0.9803385734558105,0.9803385734558105,3578000.0
MU,1990-02-22,0.9922940848621473,1.064026117324829,0.9922940848621473,1.064026117324829,1.064026117324829,7995000.0
MU,1990-02-23,1.040115410560195,1.0998921596040578,1.0281601291604827,1.0879368782043457,1.0879368782043457,5384000.0
MU,1990-02-26,1.075981390512224,1.2433562278747559,1.0640259961227185,1.2433562278747559,1.2433562278747559,7004000.0
MU,1990-02-27,1.267267465897953,1.279222750510496,1.159669220294279,1.1955353021621704,1.1955353021621704,7627000.0
MU,1990-02-28,1.1716244384194106,1.195535117975906,1.1357583620771106,1.159669041633606,1.159669041633606,2533000.0
MU,1990-03-01,1.1357583620771106,1.159669041633606,1.1118476825206152,1.159669041633606,1.159669041633606,3895000.0
MU,1990-03-02,1.1596686541096464,1.207490111257358,1.147713375334025,1.1835793256759644,1.1835793256759644,2590000.0
MU,1990-03-05,1.195534694009358,1.2314007576326536,1.1835793014632352,1.207490086555481,1.207490086555481,1997000.0
MU,1990-03-06,1.2074905252977368,1.2314012050628662,1.1955351284076148,1.2314012050628662,1.2314012050628662,2669000.0
MU,1990-03-07,1.2194453650865307,1.243356036163703,1.207490086555481,1.207490086555481,1.207490086555481,1974000.0
MU,1990-03-08,1.207490086555481,1.2314007576326536,1.1716240229321855,1.207490086555481,1.207490086555481,2350000.0
MU,1990-03-09,1.2433562278747559,1.291177691417687,1.2314009475003411,1.2433562278747559,1.2433562278747559,5547000.0
MU,1990-03-12,1.2433564502057812,1.2672672432604053,1.2314011676935803,1.2553118467330933,1.2553118467330933,1620000.0
MU,1990-03-13,1.2314012050628662,1.279222564593125,1.2194458081727442,1.2314012050628662,1.2314012050628662,2468000.0
MU,1990-03-14,1.2553118307973095,1.2672672271728516,1.2074904733253606,1.2672672271728516,1.2672672271728516,2594000.0
MU,1990-03-15,1.1955347939198586,1.24335614007062,1.171624120844478,1.2194454669952393,1.2194454669952393,4591000.0
MU,1990-03-16,1.219445755685793,1.2792225095332839,1.219445755685793,1.2672672271728516,1.2672672271728516,8199000.0
MU,1990-03-19,1.2672672432604053,1.2672672432604053,1.2433564502057812,1.2553118467330933,1.2553118467330933,3112000.0
MU,1990-03-20,1.2553118848279956,1.2672672817181176,1.2074905252977368,1.2314012050628662,1.2314012050628662,1983000.0
MU,1990-03-21,1.2194459854023876,1.2194459854023876,1.1835799035344963,1.1955353021621704,1.1955353021621704,2331000.0
MU,1990-03-22,1.1835799455286675,1.2074907436323863,1.1596692614400839,1.1716246604919434,1.1716246604919434,5140000.0
MU,1990-03-23,1.1716244384194106,1.1835797211901014,1.1357583620771106,1.159669041633606,1.159669041633606,2565000.0
MU,1990-03-26,1.1716240469003432,1.1955347184666612,1.1596686541096464,1.1835793256759644,1.1835793256759644,2694000.0
MU,1990-03-27,1.159669041633606,1.1835797211901014,1.1477137588629152,1.159669041633606,1.159669041633606,811000.0
MU,1990-03-28,1.147713351855013,1.2194453650865307,1.147713351855013,1.207490086555481,1.207490086555481,3341000.0
MU,1990-03-29,1.1955353021621704,1.2074907007898446,1.1716246189219532,1.1955353021621704,1.1955353021621704,2421000.0
MU,1990-03-30,1.1835799455286675,1.1835799455286675,1.14771397640336,1.1716246604919434,1.1716246604919434,1625000.0
MU,1990-04-02,1.1477136272482087,1.1596689086479208,1.06402608737472,1.0879368782043457,1.0879368782043457,3281000.0
MU,1990-04-03,1.0998922069798864,1.147713676683859,1.0879369250652227,1.1357582807540894,1.1357582807540894,1888000.0
MU,1990-04-04,1.1477134818097305,1.1477134818097305,1.099892020225525,1.099892020225525,1.099892020225525,891000.0
MU,1990-04-05,1.099892540487038,1.1118479400418992,1.075981855392456,1.075981855392456,1.075981855392456,1112000.0
MU,1990-04-06,1.0879369088274935,1.0879369088274935,1.0520708355886008,1.064026117324829,1.064026117324829,1142000.0
MU,1990-04-09,1.06402608737472,1.1118475550188707,1.06402608737472,1.0879368782043457,1.0879368782043457,1251000.0
MU,1990-04-10,1.0998921054673991,1.1357581759314102,1.0879368246561256,1.1238027811050415,1.1238027811050415,1911000.0
MU,1990-04-11,1.12380288482432,1.159668958598523,1.12380288482432,1.1357582807540894,1.1357582807540894,2392000.0
MU,1990-04-12,1.1596689429471583,1.1835796204688833,1.135758265425433,1.1477136611938477,1.1477136611938477,2505000.0
MU,1990-04-16,1.1716244384194106,1.1835797211901014,1.1477137588629152,1.159669041633606,1.159669041633606,2949000.0
MU,1990-04-17,1.159668958598523,1.159668958598523,1.111847602909656,1.1357582807540894,1.1357582807540894,1136000.0
MU,1990-04-18,1.1238026940100847,1.1477134818097305,1.099892020225525,1.099892020225525,1.099892020225525,1072000.0
MU,1990-04-19,1.0998921054673991,1.1357581759314102,1.0879368246561256,1.1238027811050415,1.1238027811050415,1777000.0
MU,1990-04-20,1.1596689429471583,1.195535016237298,1.1238028696570186,1.1477136611938477,1.1477136611938477,4740000.0
MU,1990-04-23,1.1357581959333072,1.1477135909702227,1.1118475198745728,1.1118475198745728,1.1118475198745728,1230000.0
MU,1990-04-24,1.1238028008963914,1.1477135909702227,1.1118475198745728,1.1118475198745728,1.1118475198745728,1300000.0
MU,1990-04-25,1.1357582318333959,1.1357582318333959,1.052070805975008,1.0879368782043457,1.0879368782043457,3447000.0
MU,1990-04-26,1.0879369103819827,1.1596689429471583,1.0879369103819827,1.1477136611938477,1.1477136611938477,3693000.0
MU,1990-04-27,1.135758265425433,1.1716243387155727,1.0998921921352933,1.1477136611938477,1.1477136611938477,4420000.0
MU,1990-04-30,1.1596692614400839,1.1835799455286675,1.1357585773515004,1.1716246604919434,1.1716246604919434,2494000.0
MU,1990-05-01,1.1716246189219532,1.2194459854023876,1.159669220294279,1.1955353021621704,1.1955353021621704,6020000.0
MU,1990-05-02,1.2194457711662683,1.2553118467330933,1.1835796955994435,1.2553118467330933,1.2553118467330933,4982000.0
MU,1990-05-03,1.2433562278747559,1.291177691417687,1.2314009475003411,1.2433562278747559,1.2433562278747559,8149000.0
MU,1990-05-04,1.2672672271728516,1.2792225095332839,1.231401152061335,1.2672672271728516,1.2672672271728516,8757000.0
MU,1990-05-07,1.2792224728107393,1.315088546892651,1.2672671907935062,1.2911778688430786,1.2911778688430786,6900000.0
MU,1990-05-08,1.2911778182757996,1.350954568066206,1.2672671411626575,1.327043890953064,1.327043890953064,7354000.0
MU,1990-05-09,1.327043557566943,1.3389988361125018,1.2792221013394878,1.3031327724456787,1.3031327724456787,2872000.0
MU,1990-05-10,1.3031330998248196,1.327043890953064,1.3031330998248196,1.327043890953064,1.327043890953064,3988000.0
