observed_symbol,security_id,identity_state,ever_ds03_included,anchor_overlap_symbol,disposition
CCL,t62_sec_586d6341d1567ba5e1a2,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
CCOI,t62_sec_8001a0eaee676142db3c,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
CCRN,t62_sec_43ae4e696ee0d296a4d8,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
CCU,t62_sec_5f0e58a70c844278cd41,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
CDE,t62_sec_c19141bbe8211bafc26a,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
CDNS,t62_sec_dec3d502887a8ad47ce5,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
CDP,t62_sec_3055184a92012264766d,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
CE,t62_sec_28de1eca1db4f79b4845,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
CECO,t62_sec_462662efacbc8fa49ecf,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
CFFN,t62_sec_a3ade4a2c686175998b2,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
CHKP,t62_sec_1ce0c560714855f433b4,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
CHRW,t62_sec_b48b887f1b79e930d105,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
CHT,t62_sec_17f529d99157ce474dd8,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
CI,t62_sec_39d493616e295c84a88d,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
CIEN,t62_sec_f0daa8f074570fee6b50,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
CINF,t62_sec_45fa6766b3d26f460e69,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
CL,t62_sec_a966a2a79461fc30237e,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
CLX,t62_sec_9b5251cecc0e6196921f,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
CMCSA,t62_sec_5c004f702c77c9d16c7e,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
CMI,t62_sec_3e681e27f10e9a4f5ed3,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
CMS,t62_sec_453b6b7836da543c418a,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
CNP,t62_sec_95cf890094c864d14755,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
COF,t62_sec_656d108217b483f9df3b,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
COP,t62_sec_5f1793aae1241c105ee0,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
COR,t62_sec_de3df2c3e6f0590f9922,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
COST,t62_sec_202069e6ffa2b85a5cd4,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
CPB,t62_sec_fc81868ba4bf46f293af,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
CRM,t62_sec_d0e24a55e881afbede41,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
CSCO,t62_sec_eaf23df0fdcea767dc9e,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
CSX,t62_sec_23cc18b2a8d38167dd1b,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
CTAS,t62_sec_3ccda554a4053dff79eb,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
CVS,t62_sec_a610d75e63c6cefe96e1,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
CVX,t62_sec_3e2905a8de0d2a74fb04,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
CXT,t62_sec_87e728d59fe492e33511,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
D,t62_sec_d88fde576031fc7d8097,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
DAL,t62_sec_0920a9f7c58e6235192e,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
DD,t62_sec_7a53698bd0d75e7c265d,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
DGX,t62_sec_b366de5e5dfadf4d07ac,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
DHR,t62_sec_d0bd484bd8131124a0b3,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
DIS,t62_sec_fedb7e584a880b2248af,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
DLTR,t62_sec_15fac928a55232576b85,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
DLX,t62_sec_bf83a985d3bf65ab7b8c,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
DOV,t62_sec_4ac02fea3882a0082b3c,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
DRI,t62_sec_f7f7a44b0e4da2dd5e41,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
DTE,t62_sec_cf689a1f487d88166b72,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
DUK,t62_sec_7668cd777f73829a4eea,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
DVN,t62_sec_2f7b6ddb72f602b04133,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
EBAY,t62_sec_9375749b6527bcc112eb,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
ECL,t62_sec_655eb64eb430497c6ea6,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
ED,t62_sec_60b5c4b8dd8d28a33d4c,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
EFX,t62_sec_3c2a5b4f7951f899a8a0,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
EIX,t62_sec_b2bd6ac37322beabd8f3,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
ELV,t62_sec_75eb7438c5ac5186e768,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
EMN,t62_sec_f17f7606a9b6150561de,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
EMR,t62_sec_580d3ce36d09cab4a35f,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
EOG,t62_sec_ef9013cbe34a0e497cac,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
EPC,t62_sec_6e99fee4f1bf8ae47df1,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
EQR,t62_sec_92d409517d2ffae6a236,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
ETN,t62_sec_6beb233d718d438545e2,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
ETR,t62_sec_7642ecad36e2c2ea92d0,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
EXC,t62_sec_0b753692ee69698b5389,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
EXPD,t62_sec_71f4b0d2d68e48a83f2a,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
F,t62_sec_a566cc67220d357003fe,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
FAST,t62_sec_f6cc9c724af35c31c072,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
FCX,t62_sec_83774ed5563e48ddce4a,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
FDX,t62_sec_3595dc059ba1eb1305f2,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
FE,t62_sec_62c2ea12b806ee5cca8c,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
FHI,t62_sec_8f119a792d49fa5dac5d,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
FHN,t62_sec_8223f45ffbe36c789cb5,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
FISV,t62_sec_9bba7732bb2f58c099dc,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
FLEX,t62_sec_bb63657f860e5a066aeb,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
FLR,t62_sec_21d46c6f9a90b79585b5,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
GAP,t62_sec_2eb8c30946c93dfa536e,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
GD,t62_sec_9198a20e6646d3885070,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
GE,t62_sec_5362a31223675dfcbb0e,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
GEN,t62_sec_b5198a94a31c890fbbe1,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
GFI,t62_sec_6c7763c0d0e1fab5a704,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
GILD,t62_sec_9d9a349ae3913348d34f,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
GIS,t62_sec_6ab04fa1308c8ee25298,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
GL,t62_sec_da7de00571ea67a3d4b2,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
GLD,t62_sec_d5c82d660dfdf5d4384b,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
GLW,t62_sec_5e354d9bd85a3062a40a,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
GNTX,t62_sec_11e772b6bebdd4514edc,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
GOOGL,t62_sec_20078939dcb561f8524a,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
GPC,t62_sec_7476b4ccef53d92643a3,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
GRMN,t62_sec_5fc8ffb80c5a2d917c1e,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
GS,t62_sec_34bed13ada5ba4a83ae3,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
GT,t62_sec_1fa32e0ed1bfa922aeb5,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
GWW,t62_sec_59b4ed85c291a7b35c9d,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
HAL,t62_sec_2f0da090ec63c895a65b,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
HAS,t62_sec_529ba5cfef2afc9eef1f,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
HBAN,t62_sec_5eb22afccb365813102a,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
HD,t62_sec_9648d5d9cd7bf08cde42,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
HIG,t62_sec_27b68266ae5077c9253d,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
HMY,t62_sec_8638c6651bf218731afc,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
HON,t62_sec_e66d0aa20e28fc82c11c,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
HPQ,t62_sec_ba5cf7ab088aa48215c1,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
HRB,t62_sec_bb27eea65a80a78547ab,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
HSIC,t62_sec_89bea6f6040322280ba1,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
HSY,t62_sec_7da5c9b1f82e97d399df,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
IBCP,t62_sec_56178f0c2658b8f4f911,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
IBM,t62_sec_c04c1521f72949d4e85c,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
IFF,t62_sec_242a5a160d0a8d494a42,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
INTC,t62_sec_772d3fdc7934680b78bc,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
INTU,t62_sec_1bcae1643ff0c4b0c2a8,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
IP,t62_sec_7709e5c264d94ca5462f,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
ITT,t62_sec_a559d5910611c877101a,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
ITW,t62_sec_0ca3d448241fae67578c,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
JBL,t62_sec_44d17e4e5028f09d7c43,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
JCI,t62_sec_fa6957b59bfc72237c39,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
JHG,t62_sec_0cebbc2cc936a2e87926,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
JNJ,t62_sec_43ba5f34f19c922596e9,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
JPM,t62_sec_e01e018cc66cf547d22d,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
KBH,t62_sec_2a899dc0ef7f62873ce3,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
KEY,t62_sec_518b9481a6fef3dff203,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
KGC,t62_sec_e57b94507bca32fe1e68,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
KLAC,t62_sec_be34906941ebccd05a68,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
KMB,t62_sec_d187ee4a0c3cb5672f7e,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
KO,t62_sec_ca9fbe435b63197fcd0e,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
KR,t62_sec_cc22a46c37cdaae7cd16,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
KSS,t62_sec_45b219da6133db4a4a4c,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
LAMR,t62_sec_e89fda4fe4eaf5ff92cf,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
LEG,t62_sec_e5c1b236c49dec5f640f,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
LEU,t62_sec_ee60f42c7423b84389a5,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
LGND,t62_sec_90bb12eba9b07a14dfdc,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
LLY,t62_sec_6e37e6f8497261678c7c,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
LMT,t62_sec_11e3c4ad545c21dd22b5,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
LNC,t62_sec_469636b95a3008bced3e,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
LOW,t62_sec_73f9c54090468c4c70e8,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
LPX,t62_sec_b27ea2bde4a5f516d5fe,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
LRCX,t62_sec_faada17506e1145a00a8,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
LUMN,t62_sec_33d81f964cfbf308d06b,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
LUV,t62_sec_c17271fc35967299c919,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MA,t62_sec_72dd3aca61f7b4a15379,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MAR,t62_sec_2b2fcfa122f409cb5f51,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MAS,t62_sec_9b9bea5c4b5895290747,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MAT,t62_sec_eb78cb2dcb5e20f2f679,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MBI,t62_sec_fa982583264ef454af27,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
MCD,t62_sec_a58f9e375a043786fb9b,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MCHP,t62_sec_65136247bc386e1f1bc8,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
MCK,t62_sec_47bdfd6e0faa5deb7131,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MCO,t62_sec_5a91718b1508728bff1a,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MDT,t62_sec_54c4bcd34ce54615dfe5,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MET,t62_sec_ab37518a3d5b6373ef59,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
META,t62_sec_d43979024eaabde749e3,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MITK,t62_sec_c5214ac4e5013da36c14,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
MKC,t62_sec_2c11703dc4150861f2a3,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MMM,t62_sec_364d952cae2b0289bb91,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MNST,t62_sec_e6cf9600cc95f7e358e7,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MO,t62_sec_d9410c3c9adc57cd9495,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
MRK,t62_sec_11c8b3441afe870c76a8,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MRSH,t62_sec_c33ec254e72168feda39,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
MRVL,t62_sec_fa22f0a0e0c7cb36f71d,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MS,t62_sec_fe975f122a206546326c,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
MSA,t62_sec_8822ef0da5e3065697d6,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
MSFT,t62_sec_0798d7119c948cf1c2f1,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MSI,t62_sec_37c9367707b31b038f88,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MTB,t62_sec_43dd6bab4d39d3515a91,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
MTG,t62_sec_639972533dca1343e7f5,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
MU,t62_sec_44665dab8511d6381564,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
NBR,t62_sec_9a5c00f84efea8f81998,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
NEE,t62_sec_f109a39de2d0650e7fff,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
NEM,t62_sec_c20ea5e9d62dd4bbc676,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
NFLX,t62_sec_e91ac7447118388222cd,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
NI,t62_sec_ee2557d1b238f6a83695,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
NKE,t62_sec_473ead44b5be22390ccb,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
NOC,t62_sec_17533c8d23fa64aae156,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
NOVT,t62_sec_59d124d29a0a13031992,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
NOW,t62_sec_2ef67eac49e070e8fc01,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
NSC,t62_sec_b92e8c89e619e63c0436,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
NTAP,t62_sec_092f7f86c4998a092a09,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
NTRS,t62_sec_eb8fc4202e7590d86e43,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
NVDA,t62_sec_4aa40b3597800c1c19fa,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
NWL,t62_sec_d5ce2ff00ea6c216ea08,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
NYT,t62_sec_c162749642f8c32e1721,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
ODFL,t62_sec_4727c9a600b93f4a0161,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
OMC,t62_sec_df8a6bb8a746e33f4616,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
ORCL,t62_sec_e21deb3a0428db96bab1,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
OXY,t62_sec_a6e5d7de51bd4b311afa,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
PANW,t62_sec_218e5122c08613224a84,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
PAYX,t62_sec_75a4080676778f65e621,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
PBI,t62_sec_4375cce972cccfeab3f0,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
PCAR,t62_sec_4a50c6425dcff9f7bdfa,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
PEG,t62_sec_8c4085c2edb02a62bec7,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
PEP,t62_sec_47effce85bc795d0c7ae,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
PFE,t62_sec_290402a0ce94ea1e4b2c,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
PFG,t62_sec_f6a30a6b299af30e6487,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
PG,t62_sec_749c479944d4b23305f9,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
PGR,t62_sec_97a308aa34c307934793,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
PH,t62_sec_0263329a18d5551d1276,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
PHM,t62_sec_030d676c0205c5a8cbf0,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
PLD,t62_sec_3c4706660a20400f6716,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
PNC,t62_sec_46dfd2748e2cb70435ab,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
PNW,t62_sec_b0b6993d232d84f06baf,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
PPG,t62_sec_6f049b984b06c67d99b9,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
PPL,t62_sec_f2c6e8929db8efc0ecc0,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
PPLI,t62_sec_ffea6d4bf798cf56c83c,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
PRDO,t62_sec_5b72c0df16c0f6e3c126,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
PRU,t62_sec_b7f468abdbe0ffc26668,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
PTEN,t62_sec_c1fbd226f80973619ae1,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
QCOM,t62_sec_1a9e3bd1ee7a9ff50a5a,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
QQQ,t62_sec_76d7ae4ce21a3fd96a0e,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
R,t62_sec_cce86f4a03b8fe5d5433,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
RAVE,t62_sec_fdaa951318526fff27cb,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
RF,t62_sec_ccb2ca6b79585f6ebf57,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
RHI,t62_sec_e805dd135f0d30cba576,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
RIG,t62_sec_ffba4663fb5bbd57fe66,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
RIO,t62_sec_a7b6c9666f6ad3982580,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
ROK,t62_sec_d4d71280fed4f9747744,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
ROST,t62_sec_5617fc32c194025a87f0,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
RTX,t62_sec_34bedf48f67cee2c616e,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
RVTY,t62_sec_d4ca501dbc2dc8945b8d,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
RYAAY,t62_sec_bc6df012003650898b5f,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
SANM,t62_sec_ece9aa67462c5b765ea1,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
SBRA,t62_sec_d71db43e83b423ea6b1a,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
SBUX,t62_sec_dc46a2a858cb11faacea,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
SCHW,t62_sec_2d4a3d2956eb4defff90,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
SEB,t62_sec_f7b92b7917188b82c495,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
SHW,t62_sec_927c1d00deab607709bc,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
SLB,t62_sec_ff1bc83ec7d7637dc107,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
SLM,t62_sec_5edbd69ff3d80419594a,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
SMFG,t62_sec_78a4df8b9214ce93826a,IDENTITY_LIMITED,True,False,PARTIAL_DS03_AUTHORITY_PRESENT
SNA,t62_sec_0b55d8a17e1f4c44cbf7,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
SNPS,t62_sec_ffc65aa9b11ad5368326,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
SO,t62_sec_6b1c840808fb3ef50bbd,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
SPG,t62_sec_db5fd56cbb8ec2b3842b,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
SPGI,t62_sec_7d50af6e978bfdbe0343,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
SPY,t62_sec_84ef9db8eadb88488f26,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
SRE,t62_sec_affe6508222d52f5c4a3,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
STT,t62_sec_b6a92d0471cc77123c03,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
SWK,t62_sec_9863ab1e31e5afc3f877,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
SYK,t62_sec_86671a49e343b27ed5ce,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
SYY,t62_sec_9153a433a40032fc0fe4,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
T,t62_sec_a0f81bc5d95a273b3c04,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
TER,t62_sec_8f79c2d5e60ac4a02f19,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
TEVA,t62_sec_2ae51e95164a355d6a28,IDENTITY_LIMITED,True,True,ANCHOR_OVERLAP
TFC,t62_sec_d75f060e597d23a857b0,IDENTITY_LIMITED,False,False,PARTIAL_DS03_AUTHORITY_PRESENT
